parent	child
0000002	0001507
0000005	0000001
0000006	0000005
0000007	0000005
0000078	0000119
0000079	0000119
0000118	0000001
0000119	0000118
0000152	0000118
0000234	0000152
0000356	0000598
0000359	0000598
0000364	0000598
0000370	0000598
0000464	0000152
0000478	0000118
0000598	0000118
0000707	0000118
0000769	0000118
0000771	0000769
0000775	0003011
0000816	0001939
0000818	0000118
0000820	0000818
0000828	0000818
0000834	0000818
0000847	0000818
0000864	0000818
0000873	0000818
0000924	0000118
0000951	0001574
0001194	0001197
0001197	0000118
0001218	0040064
0001417	0010985
0001425	0000005
0001426	0000005
0001427	0000005
0001428	0000005
0001438	0025031
0001442	0001428
0001444	0000006
0001450	0010985
0001452	0000006
0001452	0001466
0001466	0000005
0001469	0003011
0001470	0000006
0001472	0000005
0001507	0000118
0001510	0001507
0001522	0011420
0001557	0001197
0001560	0001197
0001574	0000118
0001608	0000118
0001609	0001608
0001611	0001608
0001612	0001608
0001620	0001608
0001621	0001608
0001622	0001197
0001626	0000118
0001686	0001608
0001699	0011420
0001787	0001197
0001871	0000118
0001872	0001871
0001892	0001871
0001928	0001871
0001939	0000118
0001946	0001939
0001977	0001871
0001978	0001871
0002012	0025031
0002086	0000118
0002597	0001626
0002664	0000118
0002686	0001197
0002715	0000118
0002795	0002086
0002814	0040064
0002817	0040064
0002904	0001939
0003011	0000118
0003111	0001939
0003117	0000818
0003119	0001939
0003343	0001939
0003533	0001939
0003549	0000118
0003570	0001939
0003577	0003674
0003581	0003674
0003587	0011008
0003593	0003674
0003621	0003674
0003623	0003674
0003674	0012823
0003676	0003679
0003677	0003679
0003678	0003679
0003679	0012823
0003680	0003679
0003682	0003679
0003743	0000005
0003744	0003743
0003745	0000005
0003800	0003011
0003811	0011420
0003812	0012823
0003819	0011420
0003826	0011420
0003828	0003812
0003829	0003812
0004298	0025031
0004323	0001507
0004354	0001939
0004358	0001939
0004360	0001939
0004364	0001939
0004367	0001939
0004370	0001939
0004404	0000769
0005561	0001871
0008373	0000818
0008771	0000598
0009025	0003549
0009088	0001608
0009124	0003549
0009127	0003011
0009127	0040064
0009131	0003011
0010300	0001608
0010311	0000769
0010312	0000769
0010313	0000769
0010472	0001939
0010766	0000924
0010876	0001939
0010932	0001939
0010948	0001626
0010978	0002715
0010982	0001426
0010983	0001426
0010984	0001426
0010985	0000005
0010987	0002715
0011008	0012823
0011009	0011008
0011010	0011008
0011011	0011008
0011013	0001939
0011017	0001939
0011024	0025031
0011025	0001626
0011032	0001939
0011034	0001939
0011138	0001574
0011420	0040006
0011421	0011420
0011425	0001197
0011463	0003674
0011792	0002664
0011793	0002664
0011804	0003011
0011805	0003011
0011842	0000924
0011843	0000924
0012029	0000818
0012252	0002086
0012274	0000006
0012275	0000006
0012337	0001939
0012372	0000478
0012373	0000478
0012378	0025142
0012379	0001939
0012531	0025142
0012537	0001939
0012638	0000707
0012639	0000707
0012680	0000818
0012823	0000001
0012824	0012823
0012825	0012824
0012826	0012824
0012827	0012824
0012828	0012824
0012829	0012824
0012830	0012823
0012831	0012830
0012836	0012830
0025021	0001939
0025031	0000118
0025032	0025031
0025033	0025031
0025116	0001197
0025142	0000118
0025143	0025142
0025144	0025142
0025153	0011008
0025204	0012823
0025205	0025204
0025206	0025204
0025207	0025204
0025208	0025204
0025211	0025204
0025212	0025204
0025214	0025204
0025215	0025204
0025216	0025204
0025217	0025204
0025218	0025204
0025219	0025204
0025220	0025204
0025221	0025204
0025222	0025204
0025223	0025204
0025224	0025204
0025225	0025204
0025226	0025204
0025227	0025204
0025228	0025204
0025229	0025204
0025254	0012823
0025255	0025254
0025256	0025254
0025257	0025254
0025276	0001574
0025279	0011008
0025280	0012823
0025281	0025280
0025282	0025280
0025283	0025280
0025284	0025280
0025285	0012823
0025286	0025285
0025297	0011008
0025301	0011008
0025302	0011008
0025303	0011008
0025315	0025285
0025334	0025204
0025352	0000006
0025354	0000118
0030166	0025142
0030674	0003674
0030680	0001626
0030753	0001197
0030853	0001507
0030917	0001197
0040006	0000001
0040064	0000118
0040068	0000924
0040068	0040064
0040127	0001939
0040142	0001939
0040166	0000924
0040279	0000001
0040280	0040279
0040281	0040279
0040282	0040279
0040283	0040279
0040284	0040279
0040285	0040279
0045026	0045027
0045027	0000118
0100271	0001608
0100508	0001939
0100530	0001939
0100536	0003549
0100555	0001507
0100589	0000119
0100613	0011420
0100658	0003549
0100685	0003549
0100699	0003549
0100758	0001939
0100763	0002715
0100790	0003549
0100829	0000769
0100853	0000769
0200046	0001608
0410008	0000707
0410014	0000707
3000050	0000924
3000050	0003549
