file	count	time(ms)	recursive_calls
g1000.txt	13329189022
(Sanity check)0	1072	1329
g100.txt	10227865558
(Sanity check)0	1878	2506
g101.txt	11112416111
(Sanity check)0	646	573
g102.txt	30435646247151837
(Sanity check)0	341	618
g103.txt	2411641404
(Sanity check)0	1212	699
g104.txt	152339778
(Sanity check)0	779	380
g105.txt	333667361268648
(Sanity check)0	1637	2265
g106.txt	4220375
(Sanity check)0	792	323
g107.txt	6408062311257208
(Sanity check)0	573	827
g108.txt	237605058268138371
(Sanity check)0	391	653
g109.txt	274643134084892613
(Sanity check)0	202	301
g10.txt	5369263270
(Sanity check)0	1492	1684
g110.txt	23459381475
(Sanity check)0	1345	1531
g111.txt	1120525201653
(Sanity check)0	1112	1912
g112.txt	10002110106241
(Sanity check)0	1489	2094
g113.txt	820572328
(Sanity check)0	767	403
g114.txt	442875209805
(Sanity check)0	888	997
g115.txt	16701682458095
(Sanity check)0	1110	1556
g116.txt	7030209
(Sanity check)0	627	372
g117.txt	4966029
(Sanity check)0	844	394
g118.txt	261283965233259
(Sanity check)0	1875	2449
g119.txt	7744554995
(Sanity check)0	1066	831
g11.txt	164200960447
(Sanity check)0	1445	1145
g120.txt	4173838327
(Sanity check)0	833	1192
g121.txt	7500542835188797
(Sanity check)0	384	588
g122.txt	32478238058
(Sanity check)0	1255	1047
g123.txt	34465166
(Sanity check)0	975	506
g124.txt	8484762079
(Sanity check)0	875	1040
g125.txt	25260182435497
(Sanity check)0	928	1383
g126.txt	17856558149248583
(Sanity check)0	201	355
g127.txt	9838581824068
(Sanity check)0	1357	1647
g128.txt	5447233194567
(Sanity check)0	1451	2004
g129.txt	10350433945464421
(Sanity check)0	504	715
g12.txt	82127440852
(Sanity check)0	1022	1002
g130.txt	240526810996783
(Sanity check)0	885	1055
g131.txt	82585420992262
(Sanity check)0	851	1002
g132.txt	61319829715
(Sanity check)0	720	727
g133.txt	10647047841145582
(Sanity check)0	543	829
g134.txt	3437301134989232407
(Sanity check)0	11	32
g135.txt	1022548861296
(Sanity check)0	1329	2010
g136.txt	34720468471
(Sanity check)0	632	790
g137.txt	425524902622979
(Sanity check)0	712	1073
g138.txt	364526657983196413
(Sanity check)0	249	400
g139.txt	2774123358984
(Sanity check)0	1598	1681
g13.txt	590768752144
(Sanity check)0	1437	2120
g140.txt	2280132844671
(Sanity check)0	1302	1756
g141.txt	1925624610578
(Sanity check)0	884	1262
g142.txt	3278872721229
(Sanity check)0	1096	1739
g143.txt	30897088936
(Sanity check)0	995	881
g144.txt	2415728793995377
(Sanity check)0	831	1426
g145.txt	93736343
(Sanity check)0	1182	667
g146.txt	19134371374
(Sanity check)0	1038	937
g147.txt	4400754216766102
(Sanity check)0	496	826
g148.txt	22688380242551249
(Sanity check)0	574	873
g149.txt	10299306329526
(Sanity check)0	979	1239
g14.txt	142526174892141799
(Sanity check)0	325	494
g150.txt	3091882227677
(Sanity check)0	878	1219
