file	count	time(ms)	recursive_calls
g1000.txt	13329189022
(Sanity check)0	8277	13416
g213.txt	2046194013
(Sanity check)0	6018	10133
g214.txt	7599599451809533
(Sanity check)0	5220	9750
g215.txt	52009104
(Sanity check)0	3269	5746
g216.txt	40034055696051038
(Sanity check)0	3308	6369
g217.txt	1574763810260
(Sanity check)0	4824	10021
g218.txt	1222779049
(Sanity check)0	2237	4502
g219.txt	2246067397168778
(Sanity check)0	4873	10910
g21.txt	63807485986644421
(Sanity check)0	6963	12546
g220.txt	6405120385
(Sanity check)0	2149	3110
g221.txt	94799348771
(Sanity check)0	2899	5010
g222.txt	63579591
(Sanity check)0	2819	4808
g223.txt	625812818637
(Sanity check)0	8036	16626
g224.txt	18152058076815
(Sanity check)0	20677	42480
g225.txt	281961632150220
(Sanity check)0	3907	6890
g226.txt	279099197616
(Sanity check)0	5917	11194
g227.txt	924259519
(Sanity check)0	3855	4837
g228.txt	5557110156219
(Sanity check)0	7299	14161
g229.txt	62950087899008
(Sanity check)0	9266	19117
g22.txt	6006947505035932521
(Sanity check)0	8	10
g230.txt	367327976
(Sanity check)0	1890	3244
g231.txt	3363030386
(Sanity check)0	2442	4749
g232.txt	1666304652257224
(Sanity check)0	1105	1731
g233.txt	18960815374
(Sanity check)0	2574	4929
g234.txt	13024356405
(Sanity check)0	2931	5933
g235.txt	15474706012611
(Sanity check)0	4576	9001
g236.txt	24054904127
(Sanity check)0	1903	3478
g237.txt	178146366
(Sanity check)0	2709	4018
g238.txt	6164380180
(Sanity check)0	2046	3779
g239.txt	99698330090953
(Sanity check)0	5642	10480
g23.txt	85124913
(Sanity check)0	6705	14681
g240.txt	9953083284731
(Sanity check)0	6567	13112
g241.txt	1214368020712
(Sanity check)0	5091	7390
g242.txt	46613946941377
(Sanity check)0	21299	40920
g243.txt	38546888979
(Sanity check)0	4649	10029
g244.txt	197420563815
(Sanity check)0	14622	27623
g245.txt	10547964279
(Sanity check)0	4686	9415
g246.txt	1065631740137
(Sanity check)0	6497	13536
g247.txt	251506016058710113
(Sanity check)0	6434	12464
g248.txt	534021741999101
(Sanity check)0	6979	14046
g249.txt	15667424
(Sanity check)0	1565	1897
g24.txt	1246945798540
(Sanity check)0	2386	5073
g250.txt	56966949463309081
(Sanity check)0	6772	14010
g251.txt	54985184656
(Sanity check)0	3514	7045
g252.txt	311954738035941
(Sanity check)0	2591	4968
g253.txt	379651745101166
(Sanity check)0	17306	33224
g254.txt	4619650829
(Sanity check)0	2565	5808
g255.txt	182163543419875
(Sanity check)0	54943	104156
g256.txt	10768176468383
(Sanity check)0	9752	20783
g257.txt	18540446
(Sanity check)0	3556	7846
g258.txt	11715015496328606233
(Sanity check)0	4	5
g259.txt	64340272960
(Sanity check)0	4768	8163
g25.txt	2921010953677
(Sanity check)0	10012	23369
g260.txt	14352049421838100
(Sanity check)0	14729	28444
g261.txt	2481497785048813
(Sanity check)0	5088	8827
g262.txt	2330940181014855
(Sanity check)0	2238	4381
g263.txt	377716007544
(Sanity check)0	11819	24934
g264.txt	1804166428579
(Sanity check)0	8544	19404
g265.txt	1474518416131273
(Sanity check)0	11727	24445
g266.txt	75990005379125
(Sanity check)0	16103	35254
g267.txt	2124058466154133
(Sanity check)0	5380	11207
g268.txt	3785302545113
(Sanity check)0	9170	20595
g269.txt	17046601103652
(Sanity check)0	11394	27063
g26.txt	1630281779629127861
(Sanity check)0	69	156
g270.txt	32307896553371
(Sanity check)0	3051	6227
g271.txt	27010816
(Sanity check)0	873	1514
g272.txt	183415828443848891
(Sanity check)0	1334	2372
g273.txt	16705153767202357
(Sanity check)0	2837	5737
g274.txt	649699502
(Sanity check)0	3548	6256
g275.txt	7768662658510
(Sanity check)0	7824	16991
g276.txt	532417646673
(Sanity check)0	35892	76759
g277.txt	429385639
(Sanity check)0	7898	19471
g278.txt	1502516430515510817
(Sanity check)0	323	476
g279.txt	1307318126526
(Sanity check)0	4585	9200
g27.txt	2243405120253
(Sanity check)0	5765	11663
g280.txt	14085763143800
(Sanity check)0	21165	45150
g281.txt	1283932227607787
(Sanity check)0	13306	27746
g282.txt	272204449446461707
(Sanity check)0	2922	5708
g283.txt	64235636150925
(Sanity check)0	3243	6170
g284.txt	2747492860477393
(Sanity check)0	5336	10054
g285.txt	33732478
(Sanity check)0	2050	2959
g286.txt	106876181643003
(Sanity check)0	4167	8121
g287.txt	18212393964385
(Sanity check)0	8561	15818
g288.txt	193237070884550279
(Sanity check)0	4601	9662
g289.txt	212281352358353
(Sanity check)0	3500	7044
g28.txt	13031314350115
(Sanity check)0	7641	16860
g290.txt	64630515265342355
(Sanity check)0	2903	4959
g291.txt	95067482
(Sanity check)0	4478	9994
g292.txt	321234287734
(Sanity check)0	7516	17222
g293.txt	1655697773490
(Sanity check)0	3916	7745
g294.txt	736737824483425
(Sanity check)0	6584	12189
g295.txt	28973111
(Sanity check)0	2395	4277
g296.txt	8500899765
(Sanity check)0	2175	4170
g297.txt	514391785527465
(Sanity check)0	7636	16521
g298.txt	723537646
(Sanity check)0	3815	7946
g299.txt	884592
(Sanity check)0	1279	1189
g29.txt	36685837340478
(Sanity check)0	16103	29861
g2.txt	107052758446137
(Sanity check)0	19321	39388
g300.txt	416976662
(Sanity check)0	3847	7830
g301.txt	7629730433880249125
(Sanity check)0	32	56
g302.txt	1879828049833
(Sanity check)0	15640	33656
g303.txt	921447705
(Sanity check)0	5204	10726
g304.txt	887942466914433
(Sanity check)0	6777	14168
g305.txt	2635041159954
(Sanity check)0	19822	44706
g306.txt	732172604
(Sanity check)0	1627	3197
g307.txt	6689627799
(Sanity check)0	4122	9098
g308.txt	75271886705
(Sanity check)0	11896	24682
g309.txt	5736376063163
(Sanity check)0	12110	27235
g30.txt	115624414584
(Sanity check)0	8886	16996
g310.txt	703204492754528
(Sanity check)0	15966	30771
g311.txt	137302742575305
(Sanity check)0	5626	10441
g312.txt	470520405264
(Sanity check)0	1636	2745
g313.txt	304532731262509
(Sanity check)0	1964	4097
g314.txt	3717581204701949
(Sanity check)0	11567	21834
g315.txt	30125116657816
(Sanity check)0	55699	119750
g316.txt	357961640208132745
(Sanity check)0	171	322
g317.txt	16197785388148355
(Sanity check)0	6085	12186
g318.txt	186294533131241353
(Sanity check)0	975	1947
g319.txt	196813741040
(Sanity check)0	2832	5423
g31.txt	11099474820598
(Sanity check)0	5170	10699
g320.txt	7378028995861997
(Sanity check)0	1308	2030
g321.txt	386417256624391609
(Sanity check)0	1236	2763
g322.txt	20561628417239071
(Sanity check)0	12164	24010
g323.txt	218628505247
(Sanity check)0	5918	12076
g324.txt	11532890037
(Sanity check)0	5432	11811
g325.txt	704174629617
(Sanity check)0	9529	20755
g326.txt	3937091634967549
(Sanity check)0	32809	62914
g327.txt	2690466383
(Sanity check)0	2631	3382
g328.txt	5402877364
(Sanity check)0	3322	5195
g329.txt	689486991093
(Sanity check)0	8129	16807
g32.txt	100096066849121
(Sanity check)0	13897	29024
g330.txt	17788597394020423
(Sanity check)0	1316	2858
g331.txt	5979189413503
(Sanity check)0	3461	7452
g332.txt	328588530931736357
(Sanity check)0	308	431
g333.txt	5599243191468
(Sanity check)0	5504	10295
g334.txt	100791581747342
(Sanity check)0	14324	28293
g335.txt	58518718389504
(Sanity check)0	5413	8065
g336.txt	1483069220921
(Sanity check)0	8383	15231
g337.txt	294669845439426249
(Sanity check)0	1194	2195
g338.txt	126505142158
(Sanity check)0	5740	12368
g339.txt	41091177801405
(Sanity check)0	9505	17547
g33.txt	91326169112
(Sanity check)0	13866	28607
g340.txt	11868771937271
(Sanity check)0	10121	20146
g341.txt	628320453563
(Sanity check)0	5377	10848
g342.txt	89078853868251202
(Sanity check)0	2645	5394
g343.txt	50761329
(Sanity check)0	1686	2870
g344.txt	12068863667511289
(Sanity check)0	1964	3695
g345.txt	144449703804
(Sanity check)0	3286	6563
g346.txt	6814572046515
(Sanity check)0	6823	14152
g347.txt	62723615941336
(Sanity check)0	56146	125540
g348.txt	28544346546282
(Sanity check)0	12784	27119
g349.txt	106084892630
(Sanity check)0	11244	23530
g34.txt	978531156
(Sanity check)0	4510	8708
g350.txt	23295512530
(Sanity check)0	6268	11810
g351.txt	15806159508
(Sanity check)0	6254	10676
g352.txt	1999931518673
(Sanity check)0	3921	8336
g353.txt	10517618
(Sanity check)0	818	911
g354.txt	47342504807404
(Sanity check)0	9036	18699
g355.txt	30867805504102
(Sanity check)0	5304	8400
g356.txt	70467002
(Sanity check)0	2175	3634
g357.txt	19297095283685
(Sanity check)0	5566	10731
g358.txt	955124215
(Sanity check)0	4600	7593
g359.txt	4755040697
(Sanity check)0	3922	7850
g35.txt	14317721
(Sanity check)0	1195	1465
g360.txt	3224611170901987017
(Sanity check)0	40	82
g361.txt	5806366140
(Sanity check)0	3085	6776
g362.txt	32928410061188
(Sanity check)0	19796	38519
g363.txt	937378650709858
(Sanity check)0	1336	1792
g364.txt	135296111
(Sanity check)0	1938	3708
g365.txt	6313402536783295
(Sanity check)0	8984	18873
g366.txt	14927207147
(Sanity check)0	1693	3667
g367.txt	86362524617985
(Sanity check)0	4464	8877
g368.txt	844498413030
(Sanity check)0	6682	11891
g369.txt	14708302767
(Sanity check)0	4983	10517
g36.txt	237073804764908899
(Sanity check)0	649	1380
g370.txt	5233076818
(Sanity check)0	4273	9293
g371.txt	104000598908875
(Sanity check)0	3466	8030
g372.txt	172161291805848589
(Sanity check)0	971	1840
g373.txt	1864728956994
(Sanity check)0	12789	26430
g374.txt	69343448071
(Sanity check)0	7015	15289
g375.txt	56181436987546
(Sanity check)0	6627	12971
g376.txt	6809495213404
(Sanity check)0	3158	5379
g377.txt	235554128873275603
(Sanity check)0	1046	2314
g378.txt	3848449041854
(Sanity check)0	14680	32655
g379.txt	9629214243853247
(Sanity check)0	9502	20171
g37.txt	1519082847
(Sanity check)0	4529	9854
g380.txt	8655658862059
(Sanity check)0	25124	53964
g381.txt	2678176052249
(Sanity check)0	3377	7618
g382.txt	3382004850763123
(Sanity check)0	4440	9012
g383.txt	4393261839111
(Sanity check)0	9108	17600
g384.txt	125853485477
(Sanity check)0	2282	3052
g385.txt	87022035422
(Sanity check)0	3332	5652
g386.txt	28806607469665027
(Sanity check)0	2839	6187
g387.txt	5065068924057
(Sanity check)0	3219	6804
g388.txt	544855679596524219
(Sanity check)0	1082	2011
g389.txt	1122571079386857
(Sanity check)0	28439	57066
g38.txt	244044511641721
(Sanity check)0	9207	17773
g390.txt	8349680917216
(Sanity check)0	7727	17199
g391.txt	431251096288975119
(Sanity check)0	2213	3535
g392.txt	97544614649813681
(Sanity check)0	11836	20477
g393.txt	37580394
(Sanity check)0	3531	5353
g394.txt	18466323640
(Sanity check)0	7650	15766
g395.txt	123494076447
(Sanity check)0	7102	15021
g396.txt	10292765
(Sanity check)0	4046	6978
g397.txt	1970461947959
(Sanity check)0	10471	21053
g398.txt	9100855089687
(Sanity check)0	14134	26652
g399.txt	70507276230
(Sanity check)0	1895	3511
g39.txt	61730075161744
(Sanity check)0	2493	5901
g3.txt	17149358255291
(Sanity check)0	6908	13617
g400.txt	14731513542012
(Sanity check)0	7240	14307
g401.txt	5377783063117
(Sanity check)0	10939	20905
g402.txt	97787238446603229
(Sanity check)0	1623	3650
g403.txt	178272819087293
(Sanity check)0	9578	18236
g404.txt	10268391869
(Sanity check)0	4399	8750
g405.txt	4042321057863241
(Sanity check)0	5810	10153
g406.txt	8128894213
(Sanity check)0	6572	14500
g407.txt	2441785965
(Sanity check)0	1365	1721
g408.txt	1661538901737131499
(Sanity check)0	333	764
g409.txt	2433732197533
(Sanity check)0	40451	84691
g40.txt	118235170650
(Sanity check)0	14981	25918
g410.txt	22954871162135019
(Sanity check)0	22281	43315
g411.txt	5859301327037
(Sanity check)0	942	1418
g412.txt	499382016888
(Sanity check)0	4045	7780
g413.txt	236085368097
(Sanity check)0	1353	2266
g414.txt	276723810870993977
(Sanity check)0	3979	7514
g415.txt	174941379740
(Sanity check)0	7562	16125
g416.txt	28773801056683
(Sanity check)0	21564	43980
g417.txt	335074331079
(Sanity check)0	7169	15283
g418.txt	876486477
(Sanity check)0	4052	7294
g419.txt	2102453387466545
(Sanity check)0	1193	2184
g41.txt	271161162116
(Sanity check)0	3363	5983
g420.txt	2026843085
(Sanity check)0	4021	7348
g421.txt	590582158769
(Sanity check)0	5265	10086
g422.txt	39143454043442
(Sanity check)0	4592	9255
g423.txt	14494895993633
(Sanity check)0	6615	14140
g424.txt	5183486173118
(Sanity check)0	11225	23701
g425.txt	109072
(Sanity check)0	767	583
g426.txt	390198616740555249
(Sanity check)0	1024	1930
g427.txt	3735243291862880
(Sanity check)0	5883	11636
g428.txt	30305959357
(Sanity check)0	4701	8970
g429.txt	34847496607305798
(Sanity check)0	4177	7631
g42.txt	4600487382235640185
(Sanity check)0	453	921
g430.txt	2727056456074601
(Sanity check)0	12087	22196
g431.txt	14184412
(Sanity check)0	770	710
g432.txt	230453536355
(Sanity check)0	46089	117525
g433.txt	389205957100440
(Sanity check)0	66404	124939
g434.txt	3220198
(Sanity check)0	1416	1619
g435.txt	129683088796
(Sanity check)0	11027	26843
g436.txt	5360405179099201
(Sanity check)0	4848	8684
g437.txt	256459703748720
(Sanity check)0	9583	19626
g438.txt	70136050
(Sanity check)0	2466	4048
g439.txt	156150648040614889
(Sanity check)0	667	1414
g43.txt	65254226602259197
(Sanity check)0	2397	4963
g440.txt	38803760262807763060
(Sanity check)0	8	8
g441.txt	6271446455843415573
(Sanity check)0	1175	2219
g442.txt	1071946145313
(Sanity check)0	11858	24837
g443.txt	234029604690393265
(Sanity check)0	874	1530
g444.txt	13147726320994293
(Sanity check)0	9227	15874
g445.txt	879779409603591
(Sanity check)0	3174	6681
g446.txt	216984626853
(Sanity check)0	16799	30995
g447.txt	212240082524540
(Sanity check)0	1402	2892
g448.txt	112575553416640
(Sanity check)0	6153	13710
g449.txt	4824483013945
(Sanity check)0	18449	31443
g44.txt	6923912694290135
(Sanity check)0	6251	13086
g450.txt	36269675877
(Sanity check)0	10808	20708
g451.txt	53810563854262
(Sanity check)0	6301	12166
g452.txt	5799990995389
(Sanity check)0	9788	18838
g453.txt	4901028345
(Sanity check)0	1225	2144
g454.txt	6292427120892091
(Sanity check)0	2773	5675
g455.txt	294775662429861
(Sanity check)0	15263	29032
g456.txt	3692899655093017769
(Sanity check)0	428	722
g457.txt	91313423582
(Sanity check)0	1781	3224
g458.txt	3849584274350
(Sanity check)0	13507	29571
g459.txt	710601905328463
(Sanity check)0	9636	19044
g45.txt	930927122
(Sanity check)0	6012	12616
g460.txt	9145265447444
(Sanity check)0	4516	9708
g461.txt	195637489304176
(Sanity check)0	9669	18975
g462.txt	297868109132
(Sanity check)0	11386	23736
g463.txt	13187251496538106961
(Sanity check)0	83	142
g464.txt	46149774948
(Sanity check)0	10263	19848
g465.txt	3541954663903
(Sanity check)0	14293	28611
g466.txt	456981001535340031
(Sanity check)0	319	746
g467.txt	90475628
(Sanity check)0	1771	3160
g468.txt	9596384862884
(Sanity check)0	7157	14676
g469.txt	48725435
(Sanity check)0	3685	5659
g46.txt	426213202492904
(Sanity check)0	8964	18678
g470.txt	301425343063
(Sanity check)0	14898	29930
g471.txt	84625600333386
(Sanity check)0	2027	4673
g472.txt	2600298699
(Sanity check)0	1053	1625
g473.txt	3329948388043
(Sanity check)0	36592	76340
g474.txt	2359295034
(Sanity check)0	5946	12343
g475.txt	1529449906023
(Sanity check)0	6335	11691
g476.txt	8119940805
(Sanity check)0	4289	7549
g477.txt	1261530807530617
(Sanity check)0	12451	25097
g478.txt	446393658951
(Sanity check)0	18826	38272
g479.txt	1112359435348
(Sanity check)0	8377	18622
g47.txt	1162609092
(Sanity check)0	5041	8310
g480.txt	30185711461697
(Sanity check)0	4427	7240
g481.txt	2858918820584625
(Sanity check)0	2973	5884
g482.txt	303714602363813
(Sanity check)0	19586	35961
g483.txt	522934590789
(Sanity check)0	6434	13912
g484.txt	66202125977631
(Sanity check)0	18927	36519
g485.txt	733208697801
(Sanity check)0	4030	8127
g486.txt	289124387918
(Sanity check)0	3480	7490
g487.txt	242855946
(Sanity check)0	3209	6707
g488.txt	388217679
(Sanity check)0	5682	11897
g489.txt	2365335055
(Sanity check)0	5063	10083
g48.txt	12320673481237592296
(Sanity check)0	142	155
g490.txt	1315839967462084
(Sanity check)0	3163	5449
g491.txt	105816830373756
(Sanity check)0	13916	30815
g492.txt	504994927845605
(Sanity check)0	3534	7552
g493.txt	3475811006
(Sanity check)0	3417	7311
g494.txt	14493353285445
(Sanity check)0	10091	22296
g495.txt	42946246543
(Sanity check)0	7361	18062
g496.txt	57545730
(Sanity check)0	3158	5718
g497.txt	4331896444985
(Sanity check)0	6011	10222
g498.txt	26705024722925359
(Sanity check)0	1651	3441
g499.txt	108989341649693
(Sanity check)0	1588	2545
g49.txt	2778534407389
(Sanity check)0	13154	26236
g4.txt	177792709535079
(Sanity check)0	4596	8571
g500.txt	2898305878982941765
(Sanity check)0	25	33
g501.txt	135115540342401321
(Sanity check)0	731	1548
g502.txt	33450556998631
(Sanity check)0	17283	35135
g503.txt	6134203230149814
(Sanity check)0	12150	26628
g504.txt	419553257
(Sanity check)0	2597	5201
g505.txt	12615344824285
(Sanity check)0	11801	23402
g506.txt	2830989
(Sanity check)0	1285	1085
g507.txt	112081905608
(Sanity check)0	4484	9230
g508.txt	214615590653
(Sanity check)0	4066	8844
g509.txt	54082462723241997951
(Sanity check)0	94	77
g50.txt	149307444598424
(Sanity check)0	4067	7481
g510.txt	102728940039
(Sanity check)0	10884	22313
g511.txt	295930017323
(Sanity check)0	4039	8170
g512.txt	26247403370211191
(Sanity check)0	828	1697
g513.txt	695774413435
(Sanity check)0	10368	21230
g514.txt	1030443710
(Sanity check)0	7689	17668
g515.txt	405729183362723689
(Sanity check)0	1505	2901
g516.txt	43524023434
(Sanity check)0	7440	15746
g517.txt	994261439931485
(Sanity check)0	4161	8159
g518.txt	899402109218373
(Sanity check)0	2064	3928
g519.txt	3607371972023914
(Sanity check)0	11221	24886
g51.txt	148318820773
(Sanity check)0	7228	14896
g520.txt	13525757691999
(Sanity check)0	6233	12876
g521.txt	1418253394171393
(Sanity check)0	7782	15154
g522.txt	62164236793022055
(Sanity check)0	11896	21622
g523.txt	59146412038
(Sanity check)0	3395	6109
g524.txt	8734675418
(Sanity check)0	4003	8369
g525.txt	17409922940608810537
(Sanity check)0	18	28
g526.txt	26588972551765
(Sanity check)0	15571	29673
g527.txt	8462185
(Sanity check)0	960	907
g528.txt	8211145936589
(Sanity check)0	24019	53612
g529.txt	847292429442688
(Sanity check)0	5211	10735
g52.txt	2245280813689
(Sanity check)0	4118	7534
g530.txt	69793042795699982
(Sanity check)0	1807	3656
g531.txt	57717821095506
(Sanity check)0	7106	12917
g532.txt	19425947426811278
(Sanity check)0	2552	4733
g533.txt	2580019771399585
(Sanity check)0	4408	8411
g534.txt	165331366518525987
(Sanity check)0	825	1630
g535.txt	130248275720
(Sanity check)0	4227	7290
g536.txt	3933880768507
(Sanity check)0	13180	26668
g537.txt	1387305784944233
(Sanity check)0	15777	32786
g538.txt	187787879667065129
(Sanity check)0	822	1762
g539.txt	3635264463176563
(Sanity check)0	2609	5869
g53.txt	3242082
(Sanity check)0	1879	3005
g540.txt	5920420830324201
(Sanity check)0	1475	2483
g541.txt	124189191609
(Sanity check)0	3700	6502
g542.txt	62543153554
(Sanity check)0	6922	15486
g543.txt	2344950188
(Sanity check)0	6193	12379
g544.txt	19896180404411845
(Sanity check)0	6064	11822
g545.txt	915873755117
(Sanity check)0	15413	31850
g546.txt	2111827107226727
(Sanity check)0	9333	20834
g547.txt	600721808611
(Sanity check)0	2611	4891
g548.txt	3024932
(Sanity check)0	1745	1438
g549.txt	721054649747769
(Sanity check)0	13852	27389
g54.txt	4483285659214798
(Sanity check)0	6236	11983
g550.txt	7285459
(Sanity check)0	1398	2330
g551.txt	52093996124537
(Sanity check)0	3948	7208
g552.txt	839546246475596
(Sanity check)0	40930	80975
g553.txt	217713603913764857
(Sanity check)0	512	944
g554.txt	18216332340
(Sanity check)0	2933	5700
g555.txt	1639696885836
(Sanity check)0	5840	13992
g556.txt	32227192583739
(Sanity check)0	8078	16863
g557.txt	4152873836570154
(Sanity check)0	6526	13075
g558.txt	1501126666114855
(Sanity check)0	48356	105502
g559.txt	335180742867
(Sanity check)0	4216	8127
g55.txt	3916364742119839
(Sanity check)0	2753	5789
g560.txt	452207982106568992
(Sanity check)0	2065	4213
g561.txt	135758404775
(Sanity check)0	3191	7201
g562.txt	802150282
(Sanity check)0	2443	4103
g563.txt	3544704
(Sanity check)0	1417	1099
g564.txt	69711025
(Sanity check)0	1512	2705
g565.txt	990385789535114339
(Sanity check)0	760	1510
g566.txt	964629823971
(Sanity check)0	10945	21729
g567.txt			
g568.txt	2
(Sanity check)0	160	2
g569.txt	2
(Sanity check)0	167	2
g56.txt	2
(Sanity check)0	111	2
g570.txt	2
(Sanity check)0	210	2
g571.txt	2
(Sanity check)0	224	2
g572.txt	2
(Sanity check)0	121	2
g573.txt	2
