child	parent
GO:0000222	GO:0005887
GO:0000223	GO:0005887
GO:0001518	GO:0005887
GO:0005579	GO:0005887
GO:0005600	GO:0005887
GO:0005600	GO:0030936
GO:0005889	GO:0005887
GO:0005890	GO:0005887
GO:0005892	GO:0005887
GO:0005893	GO:0005887
GO:0005894	GO:0005887
GO:0005895	GO:0005887
GO:0005896	GO:0005887
GO:0005897	GO:0005887
GO:0005898	GO:0005887
GO:0005899	GO:0005887
GO:0005900	GO:0005887
GO:0008076	GO:0005887
GO:0008282	GO:0005887
GO:0008305	GO:0005887
GO:0008328	GO:0005887
GO:0016516	GO:0005887
GO:0016935	GO:0005887
GO:0017146	GO:0008328
GO:0019183	GO:0005887
GO:0030526	GO:0005887
GO:0030876	GO:0005887
GO:0030936	GO:0005887
GO:0030937	GO:0005887
GO:0030937	GO:0030936
GO:0030988	GO:0005887
GO:0032002	GO:0005887
GO:0032281	GO:0008328
GO:0032983	GO:0008328
GO:0033573	GO:0005887
GO:0034665	GO:0008305
GO:0034666	GO:0008305
GO:0034667	GO:0008305
GO:0034668	GO:0008305
GO:0034669	GO:0008305
GO:0034674	GO:0008305
GO:0034675	GO:0008305
GO:0034676	GO:0008305
GO:0034677	GO:0008305
GO:0034678	GO:0008305
GO:0034679	GO:0008305
GO:0034680	GO:0008305
GO:0034681	GO:0008305
GO:0034682	GO:0008305
GO:0034683	GO:0008305
GO:0034684	GO:0008305
GO:0034685	GO:0008305
GO:0034686	GO:0008305
GO:0034687	GO:0008305
GO:0034688	GO:0008305
GO:0034689	GO:0008305
GO:0034690	GO:0008305
GO:0034691	GO:0008305
GO:0034995	GO:0005887
GO:0034997	GO:0005887
GO:0035631	GO:0005887
GO:0038037	GO:0097648
GO:0038038	GO:0038037
GO:0038039	GO:0038037
GO:0038197	GO:0005887
GO:0042022	GO:0005887
GO:0043020	GO:0005887
GO:0043384	GO:0005887
GO:0044214	GO:0005887
GO:0044799	GO:0005887
GO:0045092	GO:0005887
GO:0045323	GO:0005887
GO:0048179	GO:0005887
GO:0061455	GO:0005887
GO:0070014	GO:0005887
GO:0070018	GO:0070022
GO:0070019	GO:0070022
GO:0070022	GO:0005887
GO:0070110	GO:0005887
GO:0070442	GO:0008305
GO:0070724	GO:0005887
GO:0071192	GO:0008076
GO:0071193	GO:0008076
GO:0071194	GO:0008076
GO:0071195	GO:0008076
GO:0071196	GO:0008076
GO:0071197	GO:0008076
GO:0071198	GO:0008076
GO:0071199	GO:0008076
GO:0071200	GO:0008076
GO:0071201	GO:0008076
GO:0071202	GO:0008076
GO:0071575	GO:0005887
GO:0072536	GO:0005887
GO:0097648	GO:0005887
GO:0098752	GO:0005887
GO:0098855	GO:0008076
GO:0099055	GO:0005887
GO:0099056	GO:0005887
GO:0099057	GO:0099056
GO:0099058	GO:0099055
GO:0099059	GO:0099056
GO:0099060	GO:0099055
GO:0099061	GO:0099060
GO:0120001	GO:0005887
GO:1902712	GO:0038037
GO:1902937	GO:0008076
GO:1903143	GO:0038037
GO:1903143	GO:1903439
GO:1903439	GO:0005887
GO:1903439	GO:0097648
GO:1903440	GO:0038037
GO:1903440	GO:1903439
GO:1990060	GO:0005887
GO:1990154	GO:0005887
GO:1990176	GO:1990060
GO:1990207	GO:0005887
GO:1990270	GO:0005887
GO:1990322	GO:0005887
GO:1990322	GO:0030936
GO:1990327	GO:0005887
GO:1990327	GO:0030936
GO:1990374	GO:1902937
GO:1990392	GO:0005887
GO:1990398	GO:0005887
GO:1990406	GO:0005887
GO:1990406	GO:1903439
GO:1990566	GO:1902937
GO:1990746	GO:0098855
GO:1990759	GO:0098855
GO:1990779	GO:0005887
GO:1990914	GO:0071575
