child	parent
GO:0001527	GO:0044420
GO:0005577	GO:0005615
GO:0005577	GO:0044421
GO:0005578	GO:0031012
GO:0005582	GO:0005604
GO:0005582	GO:0098651
GO:0005583	GO:0005578
GO:0005583	GO:0044420
GO:0005583	GO:0098643
GO:0005584	GO:0005583
GO:0005585	GO:0005583
GO:0005586	GO:0005583
GO:0005587	GO:0005604
GO:0005587	GO:0098642
GO:0005587	GO:0098645
GO:0005587	GO:0098651
GO:0005588	GO:0005583
GO:0005590	GO:0030934
GO:0005590	GO:0098648
GO:0005590	GO:0098652
GO:0005591	GO:0005604
GO:0005591	GO:0030935
GO:0005591	GO:0098646
GO:0005591	GO:0098651
GO:0005592	GO:0005583
GO:0005595	GO:0030934
GO:0005596	GO:0030934
GO:0005599	GO:0030935
GO:0005599	GO:0098646
GO:0005601	GO:0005615
GO:0005601	GO:0044421
GO:0005602	GO:0005615
GO:0005602	GO:0044421
GO:0005604	GO:0005578
GO:0005604	GO:0044420
GO:0005605	GO:0005604
GO:0005605	GO:0044420
GO:0005606	GO:0043256
GO:0005607	GO:0043256
GO:0005608	GO:0043256
GO:0005609	GO:0043256
GO:0005610	GO:0043256
GO:0005611	GO:0043256
GO:0005612	GO:0043256
GO:0005614	GO:0005578
GO:0005615	GO:0044421
GO:0005616	GO:0005615
GO:0005616	GO:0044421
GO:0008002	GO:0005605
GO:0008002	GO:0044420
GO:0008003	GO:0005605
GO:0008003	GO:0044420
GO:0008004	GO:0005605
GO:0008004	GO:0044420
GO:0009519	GO:0044420
GO:0010367	GO:0005576
GO:0010367	GO:0044421
GO:0016914	GO:0061696
GO:0016942	GO:0005615
GO:0016942	GO:0044421
GO:0020003	GO:0065010
GO:0020004	GO:0020003
GO:0020004	GO:0044421
GO:0020005	GO:0020003
GO:0020005	GO:0044421
GO:0020006	GO:0020005
GO:0020006	GO:0044421
GO:0030934	GO:0005578
GO:0030934	GO:0044420
GO:0030935	GO:0005578
GO:0030935	GO:0098642
GO:0030935	GO:0098646
GO:0030938	GO:0005604
GO:0030938	GO:0098651
GO:0031012	GO:0005576
GO:0031012	GO:0044421
GO:0031395	GO:0005615
GO:0031395	GO:0044421
GO:0032311	GO:0044421
GO:0032579	GO:0033166
GO:0032579	GO:0044420
GO:0033165	GO:0005578
GO:0033166	GO:0005578
GO:0034358	GO:0005615
GO:0034358	GO:0044421
GO:0034359	GO:0042627
GO:0034360	GO:0042627
GO:0034361	GO:0034385
GO:0034362	GO:0034358
GO:0034363	GO:0034385
GO:0034364	GO:0034358
GO:0034365	GO:0034364
GO:0034366	GO:0034364
GO:0034385	GO:0034358
GO:0035182	GO:0035324
GO:0035182	GO:0044421
GO:0035183	GO:0035324
GO:0035183	GO:0044421
GO:0035323	GO:0045172
GO:0035324	GO:0045172
GO:0036117	GO:0044421
GO:0042567	GO:0016942
GO:0042568	GO:0016942
GO:0042571	GO:0005615
GO:0042571	GO:0044421
GO:0042627	GO:0034358
GO:0043083	GO:0005576
GO:0043230	GO:0005576
GO:0043230	GO:0044421
GO:0043245	GO:0044421
GO:0043256	GO:0005605
GO:0043256	GO:0044420
GO:0043257	GO:0043256
GO:0043258	GO:0043256
GO:0043259	GO:0043256
GO:0043260	GO:0043256
GO:0043261	GO:0043256
GO:0043263	GO:0043264
GO:0043264	GO:0043230
GO:0043509	GO:0048180
GO:0043510	GO:0048180
GO:0043511	GO:0005615
GO:0043511	GO:0044421
GO:0043512	GO:0043511
GO:0043513	GO:0043511
GO:0043514	GO:0005615
GO:0043514	GO:0044421
GO:0043655	GO:0044421
GO:0043667	GO:0044420
GO:0043668	GO:0043667
GO:0043668	GO:0044420
GO:0043669	GO:0043668
GO:0043669	GO:0044420
GO:0043670	GO:0043669
GO:0043670	GO:0044420
GO:0043671	GO:0043668
GO:0043671	GO:0044420
GO:0043672	GO:0043668
GO:0043672	GO:0044420
GO:0043673	GO:0043668
GO:0043673	GO:0044420
GO:0043674	GO:0043673
GO:0043674	GO:0044420
GO:0043675	GO:0043673
GO:0043675	GO:0044420
GO:0043676	GO:0043673
GO:0043676	GO:0044420
GO:0043677	GO:0044420
GO:0043678	GO:0043667
GO:0043678	GO:0044420
GO:0044420	GO:0031012
GO:0044420	GO:0044421
GO:0044421	GO:0005576
GO:0045171	GO:0044421
GO:0045172	GO:0045171
GO:0048046	GO:0005576
GO:0048180	GO:0005615
GO:0048180	GO:0044421
GO:0048183	GO:0048180
GO:0055039	GO:0043264
GO:0060102	GO:0005578
GO:0060103	GO:0044420
GO:0060103	GO:0060102
GO:0060104	GO:0060102
