child	parent
GO:0000703	GO:0003906
GO:0000704	GO:0003906
GO:0001760	GO:0016831
GO:0003855	GO:0016836
GO:0003856	GO:0016838
GO:0003859	GO:0016836
GO:0003861	GO:0016836
GO:0003874	GO:0016838
GO:0003904	GO:0003913
GO:0003906	GO:0016835
GO:0003913	GO:0016830
GO:0003914	GO:0003913
GO:0003941	GO:0016841
GO:0003994	GO:0016836
GO:0004014	GO:0016831
GO:0004016	GO:0016849
GO:0004018	GO:0016842
GO:0004049	GO:0016833
GO:0004056	GO:0016842
GO:0004058	GO:0016831
GO:0004068	GO:0016831
GO:0004089	GO:0016836
GO:0004107	GO:0016838
GO:0004121	GO:0016846
GO:0004122	GO:0016836
GO:0004123	GO:0016846
GO:0004124	GO:0016835
GO:0004139	GO:0016832
GO:0004150	GO:0016832
GO:0004160	GO:0016836
GO:0004163	GO:0016831
GO:0004300	GO:0016836
GO:0004317	GO:0019171
GO:0004325	GO:0016829
GO:0004332	GO:0016832
GO:0004333	GO:0016836
GO:0004351	GO:0016831
GO:0004383	GO:0016849
GO:0004397	GO:0016841
GO:0004398	GO:0016831
GO:0004408	GO:0016846
GO:0004409	GO:0016836
GO:0004419	GO:0016833
GO:0004424	GO:0016836
GO:0004425	GO:0016831
GO:0004436	GO:0016849
GO:0004451	GO:0016833
GO:0004456	GO:0016836
GO:0004462	GO:0016846
GO:0004464	GO:0016846
GO:0004490	GO:0016836
GO:0004492	GO:0016831
GO:0004586	GO:0016831
GO:0004590	GO:0016831
GO:0004598	GO:0016842
GO:0004609	GO:0016831
GO:0004611	GO:0016831
GO:0004612	GO:0004611
GO:0004613	GO:0004611
GO:0004633	GO:0016831
GO:0004634	GO:0016836
GO:0004638	GO:0016831
GO:0004655	GO:0016836
GO:0004664	GO:0016836
GO:0004730	GO:0016836
GO:0004737	GO:0016831
GO:0004782	GO:0016831
GO:0004793	GO:0016832
GO:0004794	GO:0016841
GO:0004795	GO:0016838
GO:0004834	GO:0016836
GO:0004837	GO:0016831
GO:0004852	GO:0016836
GO:0004853	GO:0016831
GO:0008117	GO:0016832
GO:0008124	GO:0016836
GO:0008294	GO:0004016
GO:0008446	GO:0016836
GO:0008460	GO:0016836
GO:0008473	GO:0016841
GO:0008488	GO:0016831
GO:0008534	GO:0003906
GO:0008659	GO:0016836
GO:0008672	GO:0016832
GO:0008674	GO:0016832
GO:0008675	GO:0016832
GO:0008683	GO:0016831
GO:0008684	GO:0016836
GO:0008685	GO:0016849
GO:0008686	GO:0016830
GO:0008693	GO:0019171
GO:0008694	GO:0016831
GO:0008696	GO:0016833
GO:0008700	GO:0016832
GO:0008700	GO:0016833
GO:0008701	GO:0016833
GO:0008721	GO:0016841
GO:0008730	GO:0016836
GO:0008732	GO:0004793
GO:0008735	GO:0016836
GO:0008738	GO:0016832
GO:0008747	GO:0016833
GO:0008789	GO:0016836
GO:0008792	GO:0016831
GO:0008797	GO:0016841
GO:0008813	GO:0016833
GO:0008815	GO:0016833
GO:0008816	GO:0016833
GO:0008824	GO:0016840
GO:0008826	GO:0016846
GO:0008836	GO:0016831
GO:0008838	GO:0016841
GO:0008840	GO:0016836
GO:0008851	GO:0016841
GO:0008867	GO:0016836
GO:0008869	GO:0016836
GO:0008872	GO:0016836
GO:0008923	GO:0016831
GO:0008927	GO:0016836
GO:0008929	GO:0016838
GO:0008935	GO:0016833
GO:0008948	GO:0016831
GO:0008949	GO:0016831
GO:0008964	GO:0004611
GO:0008994	GO:0016832
GO:0009000	GO:0016846
GO:0009025	GO:0016832
GO:0009028	GO:0016831
GO:0009034	GO:0016830
