child	parent
GO:0001530	GO:0008289
GO:0001786	GO:0005543
GO:0001876	GO:0034235
GO:0001972	GO:0005501
GO:0005496	GO:0008289
GO:0005499	GO:0005496
GO:0005500	GO:0019840
GO:0005501	GO:0019840
GO:0005502	GO:0016918
GO:0005503	GO:0016918
GO:0005504	GO:0008289
GO:0005543	GO:0008289
GO:0005544	GO:0005543
GO:0005545	GO:0035091
GO:0005546	GO:1902936
GO:0005547	GO:1901981
GO:0008142	GO:0032934
GO:0008429	GO:0005543
GO:0010314	GO:1901981
GO:0010331	GO:0019840
GO:0010427	GO:0019840
GO:0015485	GO:0032934
GO:0016918	GO:0005501
GO:0017129	GO:0008289
GO:0019840	GO:0008289
GO:0019841	GO:0005501
GO:0019992	GO:0008289
GO:0030882	GO:0008289
GO:0030883	GO:0030882
GO:0030884	GO:0030882
GO:0031210	GO:0005543
GO:0031405	GO:0005504
GO:0032052	GO:0005496
GO:0032266	GO:1901981
GO:0032934	GO:0005496
GO:0032935	GO:0032934
GO:0034235	GO:0035091
GO:0034235	GO:0051861
GO:0035091	GO:0005543
GO:0035100	GO:0032934
GO:0035594	GO:0043208
GO:0035594	GO:0097001
GO:0035727	GO:0005543
GO:0036041	GO:0005504
GO:0042497	GO:0071723
GO:0042498	GO:0071723
GO:0043208	GO:0046625
GO:0043208	GO:0051861
GO:0043325	GO:1902936
GO:0046625	GO:0008289
GO:0046876	GO:0005501
GO:0050543	GO:0036041
GO:0050544	GO:0050543
GO:0050646	GO:0036041
GO:0050647	GO:0036041
GO:0050648	GO:0036041
GO:0051738	GO:0019840
GO:0051861	GO:0008289
GO:0070273	GO:1901981
GO:0070300	GO:0005543
GO:0070538	GO:0036041
GO:0070539	GO:0036041
GO:0070540	GO:0036041
GO:0071723	GO:0008289
GO:0080025	GO:1902936
GO:0090411	GO:0005496
GO:0097001	GO:0046625
GO:1901611	GO:0005543
GO:1901612	GO:1901611
GO:1901707	GO:0005504
GO:1901981	GO:0035091
GO:1902051	GO:1990239
GO:1902052	GO:1990239
GO:1902098	GO:1902271
GO:1902118	GO:1902271
GO:1902121	GO:0032052
GO:1902122	GO:0032052
GO:1902271	GO:0005499
GO:1902387	GO:0005543
GO:1902387	GO:0097001
GO:1902936	GO:1901981
GO:1903794	GO:1990239
GO:1903875	GO:1990239
GO:1903876	GO:1990239
GO:1903877	GO:0005496
GO:1903878	GO:1990239
GO:1903879	GO:0005496
GO:1903880	GO:0005496
GO:1903924	GO:0005496
GO:1904593	GO:0005504
GO:1904767	GO:0005504
GO:1904768	GO:0019841
GO:1904769	GO:0036041
GO:1905573	GO:0035594
GO:1905574	GO:0035594
GO:1905575	GO:0035594
GO:1905576	GO:0035594
GO:1905577	GO:0035594
GO:1990239	GO:0005496
