child	parent
GO:0005619	GO:0009277
GO:0005619	GO:0031160
GO:0005621	GO:0009277
GO:0005621	GO:0044426
GO:0005630	GO:0005619
GO:0005630	GO:0044426
GO:0005631	GO:0005619
GO:0005631	GO:0044426
GO:0005632	GO:0005619
GO:0005632	GO:0044426
GO:0009274	GO:0005618
GO:0009275	GO:0009274
GO:0009276	GO:0009274
GO:0009277	GO:0005618
GO:0009505	GO:0005618
GO:0009530	GO:0009505
GO:0009531	GO:0009505
GO:0009549	GO:0009505
GO:0009549	GO:0044426
GO:0010339	GO:0044426
GO:0030445	GO:0009277
GO:0030446	GO:0009277
GO:0031160	GO:0005618
GO:0043188	GO:0009277
GO:0043188	GO:0044426
GO:0043591	GO:0031160
GO:0043592	GO:0043591
GO:0043592	GO:0044426
GO:0043593	GO:0043591
GO:0043593	GO:0044426
GO:0043594	GO:0043591
GO:0043594	GO:0044426
GO:0043595	GO:0043591
GO:0043595	GO:0044426
GO:0043680	GO:0044426
GO:0044426	GO:0005618
GO:0048217	GO:0009530
GO:0048217	GO:0009531
GO:0048217	GO:0044426
GO:0048222	GO:0009530
GO:0048222	GO:0044426
GO:0048223	GO:0009530
GO:0048223	GO:0009531
GO:0048223	GO:0044426
GO:0048224	GO:0009531
GO:0048224	GO:0044426
GO:0048225	GO:0009531
GO:0048225	GO:0044426
GO:0048226	GO:0009531
GO:0048226	GO:0044426
GO:0070263	GO:0009277
GO:0070263	GO:0010339
GO:0071597	GO:0009277
GO:0071597	GO:0044426
GO:0090641	GO:0031160
GO:0090641	GO:0044426
GO:0090642	GO:0031160
GO:0090642	GO:0044426
GO:0097217	GO:0009505
GO:0097217	GO:0044426
GO:0097218	GO:0009505
GO:0097218	GO:0044426
GO:0097219	GO:0097218
GO:0097220	GO:0097218
GO:0097514	GO:0031160
GO:0097515	GO:0031160
GO:0097570	GO:0005618
GO:0097735	GO:0009275
GO:0097735	GO:0044426
GO:1990073	GO:0044426
GO:1990916	GO:0005619
GO:1990916	GO:0044426
