child	parent
GO:0002237	GO:0009617
GO:0002778	GO:0019731
GO:0002779	GO:0002778
GO:0002780	GO:0002778
GO:0002812	GO:0002780
GO:0002812	GO:0050829
GO:0002815	GO:0002780
GO:0002815	GO:0050830
GO:0006962	GO:0019731
GO:0006962	GO:0050831
GO:0009604	GO:0009609
GO:0009604	GO:0016045
GO:0009609	GO:0009617
GO:0009682	GO:0042742
GO:0009816	GO:0042742
GO:0009864	GO:0009682
GO:0009866	GO:0009682
GO:0016045	GO:0009617
GO:0019731	GO:0042742
GO:0031663	GO:0071222
GO:0032490	GO:0002237
GO:0032493	GO:0002237
GO:0032494	GO:0002237
GO:0032496	GO:0002237
GO:0032497	GO:0032490
GO:0032497	GO:0032496
GO:0032498	GO:0032499
GO:0032499	GO:0032490
GO:0032499	GO:0032494
GO:0042494	GO:0016045
GO:0042494	GO:0032490
GO:0042494	GO:0032493
GO:0042495	GO:0070340
GO:0042495	GO:0071725
GO:0042496	GO:0070340
GO:0042496	GO:0071724
GO:0042742	GO:0009617
GO:0043152	GO:0019731
GO:0050829	GO:0042742
GO:0050830	GO:0042742
GO:0050831	GO:0042742
GO:0051672	GO:0009617
GO:0061057	GO:0042742
GO:0070339	GO:0032493
GO:0070340	GO:0042494
GO:0070340	GO:0070339
GO:0070391	GO:0002237
GO:0070392	GO:0032490
GO:0070392	GO:0070391
GO:0070944	GO:0042742
GO:0070945	GO:0050829
GO:0070945	GO:0070944
GO:0070946	GO:0050830
GO:0070946	GO:0070944
GO:0071219	GO:0002237
GO:0071220	GO:0032493
GO:0071220	GO:0071219
GO:0071221	GO:0070339
GO:0071221	GO:0071220
GO:0071222	GO:0032496
GO:0071222	GO:0071219
GO:0071223	GO:0070391
GO:0071223	GO:0071219
GO:0071224	GO:0032494
GO:0071224	GO:0071219
GO:0071724	GO:0070339
GO:0071725	GO:0070339
GO:0071726	GO:0071221
GO:0071726	GO:0071724
GO:0071727	GO:0071221
GO:0071727	GO:0071725
GO:0072573	GO:0071222
GO:1902097	GO:0050829
GO:1903554	GO:0050829
