child	parent
GO:0000015	GO:0044445
GO:0000345	GO:0044445
GO:0002144	GO:0044445
GO:0002186	GO:0005829
GO:0002186	GO:0044445
GO:0005831	GO:0044445
GO:0005832	GO:0044445
GO:0005833	GO:0044445
GO:0005835	GO:0044445
GO:0005836	GO:0044445
GO:0005945	GO:0044445
GO:0005971	GO:0005829
GO:0005971	GO:0044445
GO:0008074	GO:0044445
GO:0008303	GO:0044445
GO:0008385	GO:0044445
GO:0009316	GO:0044445
GO:0009376	GO:0031597
GO:0016465	GO:0044445
GO:0022625	GO:0022626
GO:0022625	GO:0044445
GO:0022626	GO:0005829
GO:0022626	GO:0044445
GO:0022627	GO:0022626
GO:0022627	GO:0044445
GO:0031082	GO:0005829
GO:0031082	GO:0044445
GO:0031083	GO:0031082
GO:0031084	GO:0031082
GO:0031085	GO:0031082
GO:0031597	GO:0044445
GO:0031600	GO:0031597
GO:0031600	GO:0044445
GO:0031603	GO:0031597
GO:0031603	GO:0044445
GO:0031606	GO:0031603
GO:0031606	GO:0044445
GO:0031609	GO:0031603
GO:0031609	GO:0044445
GO:0031612	GO:0031600
GO:0031612	GO:0044445
GO:0031615	GO:0031600
GO:0031615	GO:0044445
GO:0033596	GO:0044445
GO:0034515	GO:0031597
GO:0034519	GO:0005829
GO:0034519	GO:0044445
GO:0034752	GO:0044445
GO:0036411	GO:0044445
GO:0043293	GO:0044445
GO:0043540	GO:0044445
GO:0044445	GO:0005829
GO:0045241	GO:0045246
GO:0045243	GO:0005829
GO:0045243	GO:0045246
GO:0045246	GO:0044445
GO:0045247	GO:0044445
GO:0045248	GO:0005829
GO:0045248	GO:0044445
GO:0045249	GO:0005829
GO:0045249	GO:0044445
GO:0045250	GO:0005829
GO:0045250	GO:0044445
GO:0061702	GO:0044445
GO:0071818	GO:0072379
GO:0072379	GO:0044445
GO:0072380	GO:0072379
GO:0072557	GO:0061702
GO:0072558	GO:0061702
GO:0072559	GO:0061702
GO:0090730	GO:0005829
GO:0090730	GO:0044445
GO:0097169	GO:0061702
GO:0097342	GO:0005829
GO:0097342	GO:0044445
GO:0097361	GO:0044445
GO:0097495	GO:0005829
GO:0097495	GO:0044445
GO:0099078	GO:0005829
GO:0099078	GO:0044445
GO:0099522	GO:0005829
GO:0099522	GO:0044445
GO:0099523	GO:0005829
GO:0099523	GO:0099522
GO:0099524	GO:0005829
GO:0099524	GO:0099522
GO:1902507	GO:1990228
GO:1904564	GO:1990229
GO:1990061	GO:0005829
GO:1990061	GO:0044445
GO:1990121	GO:0044445
GO:1990133	GO:0005829
GO:1990133	GO:0044445
GO:1990140	GO:0005829
GO:1990140	GO:1990228
GO:1990198	GO:0005829
GO:1990198	GO:0044445
GO:1990200	GO:0005829
GO:1990200	GO:0044445
GO:1990201	GO:0005829
GO:1990201	GO:0044445
GO:1990202	GO:0005829
GO:1990202	GO:0044445
GO:1990205	GO:0005829
GO:1990205	GO:0044445
GO:1990220	GO:0005829
GO:1990220	GO:0016465
GO:1990221	GO:0005829
GO:1990221	GO:0044445
GO:1990228	GO:0005829
GO:1990228	GO:0044445
GO:1990229	GO:0005829
GO:1990229	GO:0044445
GO:1990230	GO:0005829
GO:1990230	GO:0044445
GO:1990232	GO:0005829
GO:1990232	GO:1990233
GO:1990233	GO:0005829
GO:1990233	GO:0044445
GO:1990235	GO:0005829
GO:1990235	GO:0044445
GO:1990329	GO:1990221
GO:1990329	GO:1990228
GO:1990330	GO:1990221
GO:1990330	GO:1990228
GO:1990588	GO:0005829
GO:1990588	GO:0044445
GO:1990788	GO:0005829
GO:1990788	GO:0044445
