child	parent
GO:0000247	GO:0016863
GO:0000250	GO:0031559
GO:0000906	GO:0016867
GO:0002952	GO:0016853
GO:0003755	GO:0016859
GO:0003756	GO:0016864
GO:0003916	GO:0016853
GO:0003917	GO:0003916
GO:0003918	GO:0061505
GO:0003949	GO:0016861
GO:0003974	GO:0016857
GO:0003978	GO:0016857
GO:0004034	GO:0016857
GO:0004082	GO:0016868
GO:0004106	GO:0016866
GO:0004110	GO:0016861
GO:0004165	GO:0016863
GO:0004167	GO:0016863
GO:0004342	GO:0016861
GO:0004347	GO:0016861
GO:0004452	GO:0016863
GO:0004476	GO:0016861
GO:0004493	GO:0016854
GO:0004494	GO:0016866
GO:0004512	GO:0016872
GO:0004610	GO:0016868
GO:0004614	GO:0016868
GO:0004615	GO:0016868
GO:0004619	GO:0016868
GO:0004640	GO:0016861
GO:0004667	GO:0016860
GO:0004744	GO:0016859
GO:0004750	GO:0016857
GO:0004751	GO:0016861
GO:0004769	GO:0016863
GO:0004796	GO:0016860
GO:0004807	GO:0016861
GO:0008111	GO:0016854
GO:0008116	GO:0016860
GO:0008692	GO:0016856
GO:0008697	GO:0016861
GO:0008704	GO:0016863
GO:0008712	GO:0016857
GO:0008719	GO:0016853
GO:0008733	GO:0016861
GO:0008736	GO:0016861
GO:0008740	GO:0016861
GO:0008742	GO:0016857
GO:0008761	GO:0016857
GO:0008767	GO:0016866
GO:0008784	GO:0047661
GO:0008786	GO:0016861
GO:0008790	GO:0016861
GO:0008801	GO:0016868
GO:0008809	GO:0016856
GO:0008830	GO:0016857
GO:0008837	GO:0047661
GO:0008880	GO:0016861
GO:0008881	GO:0047661
GO:0008903	GO:0016861
GO:0008909	GO:0050486
GO:0008966	GO:0016868
GO:0008968	GO:0016868
GO:0008973	GO:0016868
GO:0009045	GO:0016861
GO:0009385	GO:0016853
GO:0009905	GO:0016872
GO:0009982	GO:0016866
GO:0010489	GO:0016857
GO:0016034	GO:0016859
GO:0016159	GO:0016863
GO:0016854	GO:0016853
GO:0016855	GO:0016854
GO:0016856	GO:0016854
GO:0016857	GO:0016854
GO:0016859	GO:0016853
GO:0016860	GO:0016853
GO:0016861	GO:0016860
GO:0016862	GO:0016860
GO:0016863	GO:0016860
GO:0016864	GO:0016860
GO:0016866	GO:0016853
GO:0016867	GO:0016866
GO:0016868	GO:0016866
GO:0016869	GO:0016866
GO:0016871	GO:0031559
GO:0016872	GO:0016853
GO:0016993	GO:0016867
GO:0018111	GO:0047661
GO:0018112	GO:0047661
GO:0018113	GO:0047661
GO:0018114	GO:0047661
GO:0018365	GO:0016855
GO:0018824	GO:0050486
GO:0018837	GO:0016856
GO:0018838	GO:0016856
GO:0018839	GO:0016859
GO:0018842	GO:0016863
GO:0018844	GO:0016860
GO:0018845	GO:0016860
GO:0018846	GO:0016860
GO:0018847	GO:0016872
GO:0018848	GO:0016872
GO:0018849	GO:0016872
GO:0018850	GO:0016872
GO:0018851	GO:0016872
GO:0018852	GO:0016872
GO:0019146	GO:0016861
GO:0030378	GO:0047661
GO:0031559	GO:0016866
GO:0034015	GO:0016857
GO:0034016	GO:0016863
GO:0034017	GO:0016863
GO:0034018	GO:0016863
GO:0034020	GO:0016860
GO:0034022	GO:0050486
GO:0034023	GO:0016866
GO:0034074	GO:0031559
GO:0034075	GO:0031559
GO:0034076	GO:0031559
GO:0034335	GO:0003918
GO:0034528	GO:0016860
GO:0034532	GO:0016860
GO:0034536	GO:0016860
GO:0034700	GO:0016857
GO:0034784	GO:0016866
GO:0034794	GO:0016872
GO:0034799	GO:0016862
GO:0034872	GO:0016859
GO:0034939	GO:0016862
GO:0034951	GO:0016866
GO:0035439	GO:0016872
GO:0036348	GO:0016854
GO:0036361	GO:0016855
GO:0036373	GO:0016857
GO:0042286	GO:0016869
GO:0042299	GO:0031559
GO:0042300	GO:0031559
GO:0042561	GO:0031559
GO:0043715	GO:0016862
