child	parent
GO:0003052	GO:0007623
GO:0003053	GO:0007623
GO:0003054	GO:0003052
GO:0003055	GO:0003053
GO:0003067	GO:0003052
GO:0008062	GO:0048512
GO:0010617	GO:0007623
GO:0022410	GO:0042745
GO:0022410	GO:0048512
GO:0032922	GO:0007623
GO:0035648	GO:0048512
GO:0042745	GO:0048512
GO:0042746	GO:0022410
GO:0042747	GO:0022410
GO:0042747	GO:0050802
GO:0042748	GO:0022410
GO:0042748	GO:0050802
GO:0045475	GO:0048512
GO:0048512	GO:0007623
GO:0050802	GO:0022410
GO:0050802	GO:0042745
GO:0060086	GO:0007623
GO:0097167	GO:0007623
