child	parent
GO:0000003	GO:0008150
GO:0001906	GO:0008150
GO:0002376	GO:0008150
GO:0007154	GO:0044763
GO:0007267	GO:0007154
GO:0007267	GO:0044700
GO:0007268	GO:0098916
GO:0007610	GO:0008150
GO:0008152	GO:0008150
GO:0009636	GO:0042221
GO:0009987	GO:0008150
GO:0022414	GO:0000003
GO:0022414	GO:0008150
GO:0022610	GO:0008150
GO:0023052	GO:0008150
GO:0032501	GO:0008150
GO:0032502	GO:0008150
GO:0040007	GO:0008150
GO:0040011	GO:0008150
GO:0042221	GO:0050896
GO:0044699	GO:0008150
GO:0044700	GO:0023052
GO:0044700	GO:0044699
GO:0044763	GO:0009987
GO:0044763	GO:0044699
GO:0044848	GO:0008150
GO:0048511	GO:0008150
GO:0050896	GO:0008150
GO:0051179	GO:0008150
GO:0051704	GO:0008150
GO:0065007	GO:0008150
GO:0071840	GO:0008150
GO:0098743	GO:0008150
GO:0098754	GO:0008150
GO:0098754	GO:0009636
GO:0098916	GO:0099537
GO:0099531	GO:0007268
GO:0099531	GO:0008150
GO:0099536	GO:0007267
GO:0099537	GO:0099536
