child	parent
GO:0000015	GO:0044445
GO:0000109	GO:0044428
GO:0000110	GO:0000109
GO:0000111	GO:0000109
GO:0000112	GO:0000109
GO:0000113	GO:0000109
GO:0000118	GO:0044451
GO:0000120	GO:0044452
GO:0000120	GO:0044798
GO:0000123	GO:0031248
GO:0000123	GO:0044451
GO:0000124	GO:0070461
GO:0000125	GO:0070461
GO:0000126	GO:0090576
GO:0000127	GO:0090576
GO:0000131	GO:0044424
GO:0000133	GO:0044448
GO:0000136	GO:0000137
GO:0000136	GO:0030173
GO:0000136	GO:0031501
GO:0000136	GO:0044431
GO:0000137	GO:0031985
GO:0000138	GO:0031985
GO:0000139	GO:0044431
GO:0000142	GO:0005826
GO:0000144	GO:0005940
GO:0000144	GO:0032161
GO:0000145	GO:0044448
GO:0000151	GO:0044424
GO:0000152	GO:0000151
GO:0000152	GO:0005634
GO:0000152	GO:0044428
GO:0000153	GO:0000151
GO:0000153	GO:0005737
GO:0000153	GO:0044444
GO:0000159	GO:0044424
GO:0000164	GO:0044444
GO:0000172	GO:0005732
GO:0000176	GO:0000178
GO:0000176	GO:0005634
GO:0000176	GO:0031981
GO:0000176	GO:0044428
GO:0000177	GO:0000178
GO:0000177	GO:0005737
GO:0000177	GO:0044444
GO:0000178	GO:0044424
GO:0000214	GO:0044428
GO:0000220	GO:0005773
GO:0000220	GO:0016471
GO:0000220	GO:0044437
GO:0000221	GO:0005773
GO:0000221	GO:0016471
GO:0000221	GO:0044437
GO:0000228	GO:0005634
GO:0000228	GO:0005694
GO:0000228	GO:0031981
GO:0000228	GO:0044428
GO:0000229	GO:0005694
GO:0000229	GO:0005737
GO:0000229	GO:0044444
GO:0000235	GO:0005818
GO:0000235	GO:0005876
GO:0000235	GO:0005881
GO:0000242	GO:0005813
GO:0000242	GO:0044450
GO:0000243	GO:0005684
GO:0000262	GO:0000229
GO:0000262	GO:0005739
GO:0000262	GO:0042645
GO:0000262	GO:0044429
GO:0000274	GO:0000276
GO:0000274	GO:0005739
GO:0000274	GO:0045265
GO:0000274	GO:0098800
GO:0000275	GO:0005739
GO:0000275	GO:0005753
GO:0000275	GO:0045261
GO:0000275	GO:0098800
GO:0000276	GO:0005739
GO:0000276	GO:0005753
GO:0000276	GO:0045263
GO:0000276	GO:0098800
GO:0000306	GO:0005774
GO:0000306	GO:0031312
GO:0000306	GO:0044437
GO:0000307	GO:0044424
GO:0000308	GO:0000307
GO:0000308	GO:0005737
GO:0000308	GO:0044444
GO:0000311	GO:0000315
GO:0000311	GO:0009547
GO:0000311	GO:0044435
GO:0000312	GO:0000314
GO:0000312	GO:0009547
GO:0000312	GO:0044435
GO:0000313	GO:0005840
GO:0000314	GO:0000313
GO:0000314	GO:0015935
GO:0000315	GO:0000313
GO:0000315	GO:0015934
GO:0000322	GO:0005773
GO:0000323	GO:0005773
GO:0000324	GO:0000322
GO:0000324	GO:0000323
GO:0000325	GO:0005773
GO:0000326	GO:0000322
GO:0000326	GO:0000325
GO:0000327	GO:0000323
GO:0000327	GO:0000326
GO:0000327	GO:0044437
GO:0000328	GO:0000324
GO:0000328	GO:0005775
GO:0000329	GO:0000324
GO:0000329	GO:0098852
GO:0000330	GO:0000325
GO:0000330	GO:0005775
GO:0000331	GO:0005773
GO:0000331	GO:0031410
GO:0000333	GO:0005697
GO:0000333	GO:0042575
GO:0000343	GO:0000427
GO:0000344	GO:0000427
GO:0000345	GO:0000428
GO:0000345	GO:0044445
GO:0000346	GO:0044428
GO:0000347	GO:0044428
GO:0000407	GO:0044444
GO:0000408	GO:0044424
GO:0000418	GO:0044451
GO:0000418	GO:0055029
GO:0000419	GO:0055029
GO:0000421	GO:0005774
GO:0000421	GO:0005776
GO:0000427	GO:0000428
GO:0000427	GO:0009536
GO:0000427	GO:0044435
GO:0000428	GO:0030880
GO:0000438	GO:0000439
GO:0000438	GO:0005675
GO:0000438	GO:0044451
GO:0000439	GO:0044428
GO:0000440	GO:0000112
GO:0000440	GO:0000439
GO:0000444	GO:0000777
GO:0000444	GO:0044427
GO:0000445	GO:0000346
GO:0000445	GO:0000347
GO:0000446	GO:0000347
GO:0000446	GO:0008023
