child	parent
GO:0003833	GO:0016874
GO:0003883	GO:0016879
GO:0003909	GO:0016886
GO:0003910	GO:0003909
GO:0003911	GO:0003909
GO:0003921	GO:0016879
GO:0003922	GO:0016884
GO:0003952	GO:0016884
GO:0003963	GO:0016886
GO:0003972	GO:0008452
GO:0003987	GO:0016405
GO:0003987	GO:0016878
GO:0003989	GO:0016421
GO:0003996	GO:0016405
GO:0003996	GO:0016878
GO:0004019	GO:0016879
GO:0004055	GO:0016879
GO:0004066	GO:0016884
GO:0004071	GO:0016211
GO:0004075	GO:0016879
GO:0004077	GO:0018271
GO:0004078	GO:0018271
GO:0004079	GO:0018271
GO:0004080	GO:0018271
GO:0004087	GO:0016879
GO:0004088	GO:0016884
GO:0004141	GO:0016882
GO:0004326	GO:0016881
GO:0004329	GO:0016879
GO:0004356	GO:0016211
GO:0004357	GO:0016881
GO:0004363	GO:0016881
GO:0004467	GO:0015645
GO:0004485	GO:0016421
GO:0004592	GO:0016881
GO:0004632	GO:0016881
GO:0004637	GO:0016879
GO:0004639	GO:0016881
GO:0004641	GO:0016882
GO:0004642	GO:0016884
GO:0004658	GO:0016421
GO:0004736	GO:0016885
GO:0004774	GO:0016405
GO:0004774	GO:0016878
GO:0004775	GO:0004774
GO:0004776	GO:0004774
GO:0004812	GO:0016876
GO:0004813	GO:0004812
GO:0004814	GO:0004812
GO:0004815	GO:0004812
GO:0004816	GO:0004812
GO:0004817	GO:0004812
GO:0004818	GO:0004812
GO:0004819	GO:0004812
GO:0004820	GO:0004812
GO:0004821	GO:0004812
GO:0004822	GO:0004812
GO:0004823	GO:0004812
GO:0004824	GO:0004812
GO:0004825	GO:0004812
GO:0004826	GO:0004812
GO:0004827	GO:0004812
GO:0004828	GO:0004812
GO:0004829	GO:0004812
GO:0004830	GO:0004812
GO:0004831	GO:0004812
GO:0004832	GO:0004812
GO:0004835	GO:0016881
GO:0004839	GO:0008641
GO:0004847	GO:0016879
GO:0008452	GO:0016886
GO:0008641	GO:0016877
GO:0008664	GO:0008452
GO:0008716	GO:0016881
GO:0008754	GO:0016874
GO:0008756	GO:0016405
GO:0008756	GO:0016878
GO:0008763	GO:0016881
GO:0008764	GO:0016881
GO:0008765	GO:0016881
GO:0008766	GO:0016881
GO:0008771	GO:0016878
GO:0008795	GO:0016880
GO:0008841	GO:0016881
GO:0008885	GO:0016880
GO:0008922	GO:0015645
GO:0008922	GO:0016878
GO:0010279	GO:0016881
GO:0010435	GO:0016405
GO:0015645	GO:0016877
GO:0016207	GO:0016405
GO:0016207	GO:0016878
GO:0016211	GO:0016880
GO:0016405	GO:0016877
GO:0016421	GO:0016885
GO:0016851	GO:0051003
GO:0016875	GO:0016874
GO:0016876	GO:0016875
GO:0016877	GO:0016874
GO:0016878	GO:0016877
GO:0016879	GO:0016874
GO:0016880	GO:0016879
GO:0016881	GO:0016879
GO:0016882	GO:0016879
GO:0016884	GO:0016879
GO:0016885	GO:0016874
GO:0016886	GO:0016874
GO:0016979	GO:0016879
GO:0016992	GO:0016979
GO:0017178	GO:0016881
GO:0018169	GO:0070739
GO:0018271	GO:0016879
GO:0018524	GO:0016885
GO:0018710	GO:0016885
GO:0018814	GO:0016881
