child	parent
GO:0000160	GO:0035556
GO:0000161	GO:0000165
GO:0000161	GO:0007231
GO:0000165	GO:0023014
GO:0000165	GO:0035556
GO:0000189	GO:0000165
GO:0000196	GO:0000165
GO:0000201	GO:0000189
GO:0000201	GO:0000196
GO:0000208	GO:0000161
GO:0000208	GO:0000189
GO:0000208	GO:0007231
GO:0000750	GO:0007186
GO:0000750	GO:0032005
GO:0000757	GO:0007186
GO:0001402	GO:0007165
GO:0001789	GO:0007186
GO:0001836	GO:0097190
GO:0001844	GO:0097190
GO:0001844	GO:0097345
GO:0001973	GO:0035588
GO:0002147	GO:0042921
GO:0002154	GO:0009755
GO:0002154	GO:0030522
GO:0002220	GO:0002429
GO:0002220	GO:0002758
GO:0002221	GO:0002758
GO:0002222	GO:0002220
GO:0002223	GO:0002220
GO:0002224	GO:0002221
GO:0002234	GO:0006983
GO:0002429	GO:0002757
GO:0002429	GO:0002768
GO:0002430	GO:0002429
GO:0002431	GO:0002429
GO:0002433	GO:0002768
GO:0002752	GO:0002220
GO:0002752	GO:0002221
GO:0002753	GO:0002221
GO:0002753	GO:0030522
GO:0002753	GO:0035556
GO:0002754	GO:0002221
GO:0002754	GO:0030522
GO:0002755	GO:0002224
GO:0002756	GO:0002224
GO:0002757	GO:0002764
GO:0002758	GO:0002757
GO:0002764	GO:0007165
GO:0002765	GO:0002764
GO:0002766	GO:0002765
GO:0002767	GO:0002765
GO:0002767	GO:0002768
GO:0002768	GO:0002764
GO:0002768	GO:0007166
GO:0002769	GO:0002767
GO:0002770	GO:0002767
GO:0002771	GO:0002767
GO:0002772	GO:0002767
GO:0002773	GO:0002767
GO:0002774	GO:0002767
GO:0003130	GO:0030509
GO:0003130	GO:1905114
GO:0003135	GO:0008543
GO:0003136	GO:0061316
GO:0003136	GO:0100012
GO:0003137	GO:0007219
GO:0003154	GO:0030509
GO:0003155	GO:0003154
GO:0003267	GO:0044340
GO:0003267	GO:0061316
GO:0003268	GO:0061313
GO:0003269	GO:0061312
GO:0003270	GO:0061314
GO:0003271	GO:0007224
GO:0003271	GO:0061311
GO:0003302	GO:0035463
GO:0003302	GO:1905313
GO:0003303	GO:0003154
GO:0003303	GO:0061312
GO:0003306	GO:0016055
GO:0003306	GO:0061311
GO:0003376	GO:0007186
GO:0003376	GO:0090520
GO:0003377	GO:0003376
GO:0003378	GO:0003376
GO:0003402	GO:0060071
GO:0003427	GO:0060071
GO:0003434	GO:0030509
GO:0003435	GO:0007224
GO:0006977	GO:0030330
GO:0006977	GO:0072431
GO:0006978	GO:0030330
GO:0006978	GO:0042772
GO:0006983	GO:0006984
GO:0006984	GO:0007165
GO:0006985	GO:0006983
GO:0006987	GO:0030968
GO:0006990	GO:0030968
GO:0007166	GO:0007165
GO:0007167	GO:0007166
GO:0007168	GO:0007167
GO:0007169	GO:0007167
GO:0007171	GO:0007169
GO:0007173	GO:0038127
GO:0007178	GO:0007167
GO:0007179	GO:0007178
GO:0007181	GO:0007179
GO:0007182	GO:0007178
GO:0007183	GO:0007178
GO:0007184	GO:0007178
GO:0007185	GO:0007167
GO:0007186	GO:0007165
GO:0007187	GO:0007186
GO:0007188	GO:0007187
GO:0007189	GO:0007188
GO:0007191	GO:0007189
GO:0007191	GO:0007212
GO:0007192	GO:0007189
GO:0007192	GO:0007210
GO:0007193	GO:0007188
GO:0007195	GO:0007193
GO:0007195	GO:0007212
GO:0007196	GO:0007193
GO:0007196	GO:0007216
GO:0007197	GO:0007193
GO:0007197	GO:0007213
GO:0007198	GO:0007193
GO:0007198	GO:0098664
GO:0007199	GO:0007187
GO:0007200	GO:0007186
GO:0007205	GO:0007186
GO:0007206	GO:0007200
GO:0007206	GO:0007216
GO:0007207	GO:0007200
GO:0007207	GO:0007213
GO:0007208	GO:0007200
GO:0007208	GO:0098664
GO:0007209	GO:0007200
GO:0007209	GO:0007217
GO:0007210	GO:0007165
GO:0007211	GO:0007186
GO:0007212	GO:0007186
GO:0007213	GO:0007186
GO:0007213	GO:0095500
GO:0007214	GO:0007186
GO:0007215	GO:0007166
GO:0007216	GO:0007186
GO:0007216	GO:0007215
GO:0007217	GO:0007186
GO:0007218	GO:0007186
GO:0007219	GO:0007166
GO:0007221	GO:0007219
GO:0007223	GO:0035567
GO:0007224	GO:0007166
GO:0007227	GO:0007224
GO:0007227	GO:0035556
GO:0007228	GO:0007227
GO:0007229	GO:0007166
GO:0007231	GO:0007165
GO:0007232	GO:0007231
GO:0007234	GO:0000160
GO:0007234	GO:0007231
GO:0007249	GO:0035556
GO:0007250	GO:0038061
GO:0007252	GO:0007249
GO:0007254	GO:0051403
GO:0007256	GO:0007254
GO:0007257	GO:0007254
GO:0007258	GO:0007254
GO:0007259	GO:0097696
GO:0007260	GO:0007259
GO:0007262	GO:0007259
GO:0007263	GO:0019932
GO:0007264	GO:0035556
GO:0007265	GO:0007264
GO:0007266	GO:0007265
GO:0007602	GO:0007165
GO:0007603	GO:0007602
GO:0007604	GO:0007602
GO:0008063	GO:0007166
GO:0008101	GO:0007178
GO:0008286	GO:0007169
GO:0008293	GO:0007169
GO:0008314	GO:0007173
GO:0008377	GO:0016056
GO:0008543	GO:0007169
GO:0008588	GO:0007249
GO:0008625	GO:0097191
GO:0008626	GO:0097190
GO:0008627	GO:0097193
GO:0008628	GO:0009755
GO:0008628	GO:0097190
GO:0008630	GO:0097193
GO:0008631	GO:0097193
GO:0009585	GO:0007602
GO:0009585	GO:0010017
GO:0009588	GO:0007602
GO:0009734	GO:0009755
GO:0009736	GO:0009755
GO:0009738	GO:0009755
GO:0009740	GO:0010476
GO:0009742	GO:0043401
GO:0009745	GO:0010182
GO:0009747	GO:0009757
GO:0009748	GO:0009757
GO:0009755	GO:0007165
GO:0009756	GO:0007165
GO:0009757	GO:0010182
GO:0009785	GO:0030522
GO:0009862	GO:0009863
GO:0009863	GO:0007165
GO:0009864	GO:0009867
GO:0009866	GO:0009873
GO:0009867	GO:0009755
GO:0009868	GO:0009867
GO:0009870	GO:0007165
GO:0009871	GO:0009873
