child	parent
GO:0000155	GO:0038023
GO:0001532	GO:0004896
GO:0001565	GO:0038023
GO:0001566	GO:0001565
GO:0001571	GO:0004888
GO:0001586	GO:0004993
GO:0001587	GO:0004993
GO:0001588	GO:0004952
GO:0001591	GO:0004952
GO:0001594	GO:0008227
GO:0001595	GO:0008528
GO:0001596	GO:0001595
GO:0001601	GO:0004983
GO:0001602	GO:0004983
GO:0001604	GO:0008528
GO:0001605	GO:0097642
GO:0001607	GO:0008188
GO:0001608	GO:0004930
GO:0001609	GO:0004930
GO:0001609	GO:0035586
GO:0001614	GO:0016502
GO:0001614	GO:0035586
GO:0001616	GO:0004930
GO:0001618	GO:0004872
GO:0001621	GO:0045028
GO:0001626	GO:0004985
GO:0001631	GO:0004974
GO:0001632	GO:0004974
GO:0001634	GO:0004930
GO:0001635	GO:0097642
GO:0001637	GO:0008528
GO:0001639	GO:0098988
GO:0001640	GO:0098988
GO:0001641	GO:0001640
GO:0001642	GO:0001640
GO:0001646	GO:0001614
GO:0001647	GO:0004930
GO:0001647	GO:0009884
GO:0001648	GO:0008528
GO:0001653	GO:0038023
GO:0001785	GO:0004955
GO:0001792	GO:0019763
GO:0001793	GO:0019763
GO:0001847	GO:0004888
GO:0001857	GO:0001847
GO:0001857	GO:0004875
GO:0001858	GO:0001847
GO:0001858	GO:0004875
GO:0001859	GO:0004875
GO:0001860	GO:0004875
GO:0001861	GO:0001847
GO:0001861	GO:0004875
GO:0001863	GO:0001847
GO:0001873	GO:0008329
GO:0001874	GO:0001873
GO:0001875	GO:0008329
GO:0001877	GO:0008329
GO:0002114	GO:0004896
GO:0002170	GO:0019766
GO:0002171	GO:0019766
GO:0002172	GO:0001793
GO:0002173	GO:0001793
GO:0003707	GO:0038023
GO:0003708	GO:0038023
GO:0004675	GO:0019199
GO:0004714	GO:0019199
GO:0004873	GO:0038024
GO:0004874	GO:0038023
GO:0004875	GO:0004888
GO:0004876	GO:0004875
GO:0004877	GO:0001847
GO:0004877	GO:0004875
GO:0004878	GO:0001847
GO:0004878	GO:0004875
GO:0004880	GO:0038023
GO:0004882	GO:0003707
GO:0004883	GO:0003707
GO:0004884	GO:0003707
GO:0004886	GO:0003708
GO:0004887	GO:0038023
GO:0004888	GO:0038023
GO:0004888	GO:0099600
GO:0004890	GO:0016917
GO:0004896	GO:0004888
GO:0004897	GO:0004896
GO:0004900	GO:0004896
GO:0004901	GO:0004896
GO:0004902	GO:0004896
GO:0004903	GO:0004896
GO:0004904	GO:0004896
GO:0004905	GO:0004904
GO:0004906	GO:0004904
GO:0004908	GO:0004896
GO:0004909	GO:0004908
GO:0004910	GO:0004908
GO:0004911	GO:0004896
GO:0004912	GO:0004896
GO:0004913	GO:0004896
GO:0004914	GO:0004896
GO:0004915	GO:0004896
GO:0004917	GO:0004896
GO:0004918	GO:0016494
GO:0004919	GO:0004896
GO:0004920	GO:0004896
GO:0004921	GO:0004896
GO:0004923	GO:0004897
GO:0004924	GO:0004896
GO:0004925	GO:0004896
GO:0004930	GO:0004888
GO:0004931	GO:0005231
GO:0004931	GO:0035381
GO:0004932	GO:0008528
GO:0004932	GO:0016503
GO:0004933	GO:0004932
GO:0004933	GO:0036318
GO:0004934	GO:0004932
GO:0004934	GO:0036318
GO:0004935	GO:0008227
GO:0004936	GO:0004935
GO:0004937	GO:0004936
GO:0004938	GO:0004936
GO:0004939	GO:0004935
GO:0004940	GO:0004939
GO:0004941	GO:0004939
GO:0004945	GO:0001595
GO:0004946	GO:0008188
GO:0004947	GO:0008528
GO:0004948	GO:0097642
GO:0004949	GO:0004930
GO:0004950	GO:0001637
GO:0004950	GO:0004896
GO:0004951	GO:0008528
GO:0004952	GO:0004930
GO:0004952	GO:0030594
GO:0004953	GO:0004930
GO:0004954	GO:0004953
GO:0004955	GO:0004954
GO:0004956	GO:0004955
GO:0004957	GO:0004955
GO:0004958	GO:0004955
GO:0004960	GO:0004954
GO:0004961	GO:0004960
GO:0004962	GO:0008528
GO:0004963	GO:0016500
GO:0004964	GO:0016500
GO:0004965	GO:0004930
GO:0004965	GO:0016917
GO:0004966	GO:0008188
GO:0004967	GO:0008528
GO:0004968	GO:0016500
GO:0004969	GO:0008227
GO:0004970	GO:0008066
GO:0004970	GO:0022824
GO:0004971	GO:0004970
GO:0004971	GO:0099094
GO:0004972	GO:0004970
GO:0004972	GO:0099094
GO:0004974	GO:0004953
GO:0004977	GO:0008528
GO:0004978	GO:0004977
GO:0004978	GO:0008188
GO:0004979	GO:0004977
GO:0004979	GO:0004985
GO:0004979	GO:0008188
GO:0004980	GO:0004977
GO:0004982	GO:0008528
GO:0004983	GO:0008188
GO:0004984	GO:0004888
GO:0004985	GO:0008528
GO:0004989	GO:0008227
GO:0004990	GO:0008528
GO:0004991	GO:0004930
GO:0004992	GO:0004930
GO:0004993	GO:0008227
GO:0004993	GO:0099589
GO:0004994	GO:0008188
GO:0004995	GO:0008188
GO:0004996	GO:0016500
GO:0004997	GO:0004930
GO:0004998	GO:0038024
GO:0004999	GO:0004930
GO:0005000	GO:0008528
GO:0005001	GO:0019198
GO:0005003	GO:0004714
GO:0005004	GO:0005003
GO:0005005	GO:0005003
GO:0005006	GO:0004714
GO:0005007	GO:0004714
GO:0005008	GO:0004714
GO:0005009	GO:0004714
GO:0005010	GO:0004714
GO:0005011	GO:0004714
GO:0005017	GO:0004714
GO:0005018	GO:0005017
GO:0005019	GO:0005017
GO:0005020	GO:0004714
GO:0005021	GO:0004714
GO:0005024	GO:0004675
GO:0005025	GO:0005024
GO:0005026	GO:0005024
GO:0005030	GO:0038023
GO:0005031	GO:0005035
GO:0005034	GO:0004888
GO:0005035	GO:0004888
GO:0005041	GO:0030228
GO:0005042	GO:0004888
GO:0005043	GO:0005042
GO:0005044	GO:0038024
GO:0005055	GO:0004872
GO:0005056	GO:0004888
GO:0005217	GO:0015276
GO:0005219	GO:0015278
GO:0005220	GO:0015278
GO:0005221	GO:0005217
GO:0005221	GO:0043855
GO:0005222	GO:0005221
