child	parent
GO:0001507	GO:0007271
GO:0001963	GO:0007270
GO:0002004	GO:0030103
GO:0002441	GO:0046879
GO:0002553	GO:0002441
GO:0002555	GO:0002441
GO:0002557	GO:0002441
GO:0003130	GO:0003134
GO:0003130	GO:1905114
GO:0003131	GO:0007267
GO:0003132	GO:0003131
GO:0003133	GO:0007267
GO:0003134	GO:0003133
GO:0003136	GO:0061316
GO:0003136	GO:0100012
GO:0003267	GO:0044340
GO:0003267	GO:0061316
GO:0003306	GO:0016055
GO:0003385	GO:0007267
GO:0003402	GO:0060071
GO:0003427	GO:0060071
GO:0007223	GO:0035567
GO:0007268	GO:0098916
GO:0007269	GO:0007268
GO:0007269	GO:0099531
GO:0007269	GO:0099643
GO:0007270	GO:0007268
GO:0007271	GO:0007268
GO:0007274	GO:0007268
GO:0007495	GO:0007267
GO:0007499	GO:0007267
GO:0010699	GO:0007267
GO:0014055	GO:0007269
GO:0014055	GO:0007271
GO:0014860	GO:0007269
GO:0016055	GO:0198738
GO:0016055	GO:1905114
GO:0016079	GO:0007269
GO:0016079	GO:0099531
GO:0016079	GO:0099643
GO:0016080	GO:0016079
GO:0016080	GO:0099531
GO:0016081	GO:0016079
GO:0016081	GO:0099531
GO:0016082	GO:0016079
GO:0016082	GO:0099531
GO:0016204	GO:0007267
GO:0021874	GO:0016055
GO:0021881	GO:0016055
GO:0021922	GO:0016055
GO:0021937	GO:0007267
GO:0021938	GO:0021937
GO:0021938	GO:1905114
GO:0022002	GO:0016055
GO:0023061	GO:0007267
GO:0030072	GO:0046879
GO:0030073	GO:0030072
GO:0030103	GO:0030072
GO:0030252	GO:0030072
GO:0031629	GO:0016079
GO:0031629	GO:0099531
GO:0032274	GO:0060986
GO:0032275	GO:0032274
GO:0032333	GO:0046879
GO:0032334	GO:0060986
GO:0035249	GO:0007270
GO:0035425	GO:0007267
GO:0035567	GO:0016055
GO:0035659	GO:0016055
GO:0035773	GO:0030073
GO:0035898	GO:0060986
GO:0035929	GO:0060986
GO:0035930	GO:0035929
GO:0035931	GO:0035930
GO:0035932	GO:0035931
GO:0035933	GO:0035930
GO:0035934	GO:0035933
GO:0035935	GO:0035929
GO:0035937	GO:0035929
GO:0036160	GO:0030072
GO:0036161	GO:0030072
GO:0036162	GO:0030072
GO:0036321	GO:0030072
GO:0036322	GO:0030072
GO:0036520	GO:0007267
GO:0038001	GO:0007267
GO:0038002	GO:0007267
GO:0038030	GO:0035567
GO:0038031	GO:0038030
GO:0038055	GO:0023061
GO:0039016	GO:0060995
GO:0042701	GO:0035929
GO:0043396	GO:0030072
GO:0043400	GO:0035933
GO:0044328	GO:0060070
GO:0044329	GO:0060070
GO:0044330	GO:0060070
GO:0044332	GO:0016055
GO:0044333	GO:0016055
GO:0044334	GO:0060070
GO:0044335	GO:0060070
GO:0044336	GO:0060070
GO:0044337	GO:0060070
GO:0044338	GO:0060070
GO:0044339	GO:0060070
GO:0044340	GO:0060070
GO:0044343	GO:0044340
GO:0044345	GO:0007267
GO:0045168	GO:0007267
GO:0045443	GO:0060986
GO:0045457	GO:0035929
GO:0046331	GO:0045168
GO:0046879	GO:0023061
GO:0046884	GO:0032274
GO:0048242	GO:0046879
GO:0048629	GO:0045168
GO:0048791	GO:0007268
GO:0048791	GO:0016079
GO:0048792	GO:0007269
GO:0048792	GO:0016079
GO:0051458	GO:0030072
GO:0051458	GO:0060986
GO:0051583	GO:0001963
GO:0051583	GO:0099531
GO:0051932	GO:0007270
GO:0060012	GO:0007270
