child	parent
GO:0001872	GO:0030247
GO:0005534	GO:0048029
GO:0005536	GO:0048029
GO:0005537	GO:0048029
GO:0010297	GO:0030247
GO:0030247	GO:0030246
GO:0030248	GO:0030247
GO:0030395	GO:0048030
GO:0031418	GO:0048029
GO:0033222	GO:0048029
GO:0033296	GO:0048029
GO:0042806	GO:0048029
GO:0044583	GO:0048031
GO:0044584	GO:0030247
GO:0044584	GO:0070492
GO:0044585	GO:0048030
GO:0044586	GO:0070492
GO:0044587	GO:0070492
GO:0044588	GO:0070492
GO:0044589	GO:0048028
GO:0048028	GO:0030247
GO:0048029	GO:0030246
GO:0048030	GO:0070492
GO:0048031	GO:0070492
GO:0048032	GO:0048029
GO:0070061	GO:0048029
GO:0070492	GO:0030246
GO:1901982	GO:0048030
GO:1903777	GO:0048030
GO:2001062	GO:0030247
GO:2001063	GO:0010297
GO:2001064	GO:0070492
GO:2001065	GO:0030247
GO:2001067	GO:0030247
GO:2001068	GO:2001062
GO:2001069	GO:0030247
GO:2001070	GO:0030247
GO:2001071	GO:0070492
GO:2001072	GO:0010297
GO:2001073	GO:0070492
GO:2001077	GO:0030247
GO:2001078	GO:0030247
GO:2001081	GO:0030247
GO:2001082	GO:0030247
GO:2001083	GO:0030247
GO:2001084	GO:0048029
GO:2001085	GO:0030247
