child	parent
GO:0001300	GO:0007569
GO:0001301	GO:0007569
GO:0001302	GO:0007569
GO:0001303	GO:0001302
GO:0001303	GO:0007576
GO:0001304	GO:0001301
GO:0001304	GO:0001302
GO:0001305	GO:0001300
GO:0001305	GO:0001301
GO:0001306	GO:0007571
GO:0001307	GO:0001304
GO:0001307	GO:0007580
GO:0001308	GO:0001302
GO:0001308	GO:0001304
GO:0001310	GO:0001307
GO:0001311	GO:0001310
GO:0001311	GO:0001313
GO:0001312	GO:0001310
GO:0001312	GO:0001314
GO:0001313	GO:0001302
GO:0001313	GO:0001307
GO:0001314	GO:0001302
GO:0001314	GO:0001307
GO:0001315	GO:0001306
GO:0001316	GO:0001322
GO:0001316	GO:0072353
GO:0001317	GO:0001316
GO:0001318	GO:0001317
GO:0001319	GO:0001317
GO:0001320	GO:0001300
GO:0001320	GO:0001324
GO:0001320	GO:0072353
GO:0001321	GO:0001302
GO:0001321	GO:0007571
GO:0001322	GO:0001306
GO:0001322	GO:0001321
GO:0001323	GO:0001300
GO:0001323	GO:0007571
GO:0001324	GO:0001300
GO:0001324	GO:0001306
GO:0001324	GO:0001323
GO:0007569	GO:0007568
GO:0007571	GO:0007568
GO:0007576	GO:0007569
GO:0007580	GO:0001301
GO:0008340	GO:0010259
GO:0009829	GO:0009835
GO:0009835	GO:0007568
GO:0009836	GO:0009835
GO:0009837	GO:0009835
GO:0010150	GO:0090693
GO:0010259	GO:0007568
GO:0010260	GO:0007568
GO:0010978	GO:0001300
GO:0034652	GO:0001301
GO:0042697	GO:0010259
GO:0072353	GO:0001315
GO:0080187	GO:0090693
GO:0090398	GO:0007569
GO:0090399	GO:0007569
GO:0090400	GO:0090398
GO:0090401	GO:0090400
GO:0090402	GO:0090398
GO:0090403	GO:0090400
GO:0090647	GO:0007568
GO:0090693	GO:0007568
GO:1901047	GO:0008340
GO:1990636	GO:0010259
